xMercuryAtSun,yMercuryAtSun,xVenusAtSun,yVenusAtSun,xEarthAtSun,yEarthAtSun,xMarsAtSun,yMarsAtSun,xMoonAtEarth,yMoonAtEarth,xPhobosAtMars,yPhobosAtMars,xDeimosAtMars,yDeimosAtMars
-55177760,-33620308,98080636,-46852126,-53635451,-141864259,-169868771,-161441522,-33246,397194,-5235,7012,13909,18221
-53753593,-36966417,99329698,-44116913,-51261318,-142763776,-168341259,-162773477,-116746,383509,-8193,-157,19015,-9360
-52137862,-40180858,100502508,-41347832,-48872701,-143622557,-166800759,-164092874,-194754,352307,-5331,-7204,-3981,-23118
-50341158,-43255893,101598144,-38547003,-46470325,-144440394,-165247359,-165399581,-263781,305199,1316,-9162,-21098,-2741
-48373941,-46184478,102615748,-35716567,-44054914,-145217101,-163681150,-166693467,-320751,244370,7087,-4802,-7076,21684
-46246544,-48960189,103554515,-32858692,-41627192,-145952507,-162102222,-167974401,-363045,172506,8141,2785,17394,14074
-43969158,-51577166,104413701,-29975565,-39187876,-146646459,-160510669,-169242254,-388557,92740,3845,8544,16163,-14323
-41551846,-54030054,105192624,-27069397,-36737681,-147298820,-158906586,-170496894,-395750,8610,-2987,8619,-8950,-21571
-39004540,-56313960,105890658,-24142413,-34277316,-147909469,-157290068,-171738192,-383747,-75987,-7747,2806,-20848,3036
-36337058,-58424402,106507241,-21196859,-31807481,-148478298,-155661211,-172966020,-352454,-156862,-7038,-4962,-1976,23157
-33559113,-60357276,107041870,-18234996,-29328870,-149005215,-154020116,-174180248,-302702,-229653,-1319,-9205,19815,9070
-30680326,-62108822,107494107,-15259096,-26842164,-149490139,-152366880,-175380748,-236394,-290037,5347,-7023,12321,-18416
-27710248,-63675592,107863573,-12271448,-24348031,-149932993,-150701607,-176567392,-156600,-334027,8421,-71,-13373,-18710
-24658372,-65054428,108149952,-9274347,-21847129,-150333708,-149024398,-177740052,-67541,-358367,5942,6941,-19326,8626
-21534156,-66242441,108352991,-6270100,-19340102,-150692208,-147335357,-178898601,25607,-360945,-445,9370,3248,23218
-18347044,-67236993,108472503,-3261020,-16827593,-151008412,-145634591,-180042913,117095,-341144,-6505,5480,21026,3516
-15106484,-68035682,108508359,-249425,-14310240,-151282230,-143922205,-181172862,201136,-300009,-8014,-2204,7726,-21383
-11821952,-68636336,108460499,2762362,-11788695,-151513566,-142198309,-182288321,272476,-240180,-3825,-8314,-16983,-14707
-8502978,-69037002,108328922,5772016,-9263617,-151702317,-140463013,-183389165,326884,-165594,3081,-8562,-16627,13685
-5159164,-69235946,108113695,8777214,-6735685,-151848382,-138716427,-184475271,361453,-81056,7903,-2922,8279,21860
-1800215,-69231651,107814945,11775630,-4205595,-151951668,-136958665,-185546514,374715,8232,7475,4683,20952,-2251
1564040,-69022822,107432865,14764945,-1674060,-152012091,-135189840,-186602770,366584,97094,2136,9211,2662,-23045
4923622,-68608394,106967713,17742842,858191,-152029586,-133410069,-187643917,338197,180705,-4604,7596,-19559,-9803
8268371,-67987542,106419808,20707013,3390419,-152004105,-131619468,-188669832,291711,254823,-8156,780,-12916,17908
11587924,-67159698,105789535,23655156,5921876,-151935619,-129818155,-189680394,230077,315952,-5940,-6567,12803,19168
14871686,-66124569,105077341,26584981,8451803,-151824124,-128006252,-190675482,156820,361425,504,-9254,19599,-7886
18108800,-64882165,104283737,29494209,10979443,-151669636,-126183879,-191654975,75830,389454,6626,-5498,-2560,-23299
21288124,-63432827,103409298,32380574,13504034,-151472193,-124351160,-192618754,-8835,399126,8303,1985,-20942,-4300
24398197,-61777261,102454659,35241826,16024815,-151231855,-122508219,-193566699,-93128,390373,4511,8171,-8414,21041
27427219,-59916587,101420521,38075732,18541032,-150948703,-120655181,-194498693,-173162,363913,-2247,8954,16541,15307
30363021,-57852381,100307643,40880078,21051931,-150622838,-118792175,-195414617,-245343,321169,-7457,3682,17047,-13044
33193041,-55586739,99116849,43652668,23556768,-150254381,-116919329,-196314355,-306463,264180,-7439,-4139,-7626,-22133
35904307,-53122339,97849023,46391332,26054804,-149843468,-115036774,-197197792,-353777,195514,-2128,-9011,-21047,1463
38483412,-50462519,96505108,49093921,28545310,-149390255,-113144641,-198064811,-385061,118185,4702,-7543,-3395,22891
40916511,-47611363,95086110,51758313,31027563,-148894911,-111243064,-198915298,-398660,35586,8346,-901,19268,10514
43189308,-44573798,93593090,54382414,33500854,-148357622,-109332178,-199749140,-393552,-48572,6457,6358,13455,-17404
45287061,-41355706,92027171,56964155,35964482,-147778587,-107412119,-200566224,-369415,-130327,327,9436,-12230,-19615
47194601,-37964045,90389533,59501504,38417759,-147158019,-105483025,-201366438,-326734,-205544,-5998,6206,-19869,7132
48896359,-34406987,88681412,61992455,40860011,-146496143,-103545036,-202149670,-266916,-270049,-8164,-1281,1831,23343
50376414,-30694067,86904102,64435039,43290579,-145793193,-101598292,-202915812,-192409,-319830,-4546,-7845,20820,5077
51618569,-26836347,85058952,66827323,45708822,-145049407,-99642935,-203664754,-106775,-351337,2308,-8846,9044,-20698
52606449,-22846590,83147363,69167409,48114113,-144265025,-97679110,-204396387,-14656,-361861,7591,-3705,-16093,-15898
53323640,-18739442,81170793,71453439,50505841,-143440283,-95706962,-205110604,78438,-349953,7794,3947,-17480,12366
53753862,-14531623,79130751,73683595,52883404,-142575408,-93726638,-205807299,166558,-315779,2868,9010,6945,22370
53881201,-10242113,77028795,75856100,55246199,-141670616,-91738286,-206486367,243901,-261271,-3940,8106,21101,-673
53690388,-5892327,74866538,77969221,57593621,-140726113,-89742056,-207147704,305466,-189994,-8044,1705,4084,-22727
53167147,-1506272,72645637,80021269,59925050,-139742104,-87738099,-207791207,347563,-106750,-6494,-5866,-18972,-11210
52298604,2889337,70367802,82010602,62239853,-138718792,-85726569,-208416773,368103,-17008,-322,-9261,-14023,16848
51073771,7265023,68034786,83935624,64537379,-137656394,-83707619,-209024302,366608,73663,6100,-6155,11631,20032
49484095,11588555,65648389,85794788,66816967,-136555139,-81681405,-209613693,344029,160062,8395,1163,20092,-6386
47524064,15825084,63210454,87586599,69077945,-135415276,-79648085,-210184849,302457,237656,5135,7729,-1127,-23371
45191857,19937397,60722867,89309612,71319637,-134237074,-77607817,-210737671,244823,302745,-1497,9207,-20693,-5844
42490002,23886334,58187557,90962434,73541364,-133020823,-75560763,-211272064,174623,352525,-7101,4514,-9706,20305
39426008,27631379,55606491,92543728,75742447,-131766835,-73507082,-211787933,95698,385089,-7768,-3278,15607,16472
36012921,31131448,52981675,94052210,77922213,-130475443,-71446940,-212285183,12045,399392,-2925,-8732,17857,-11706
32269744,34345847,50315151,95486653,80079992,-129146998,-69380499,-212763723,-72331,395211,4005,-8003,-6274,-22588
28221651,37235394,47608997,96845889,82215123,-127781872,-67307928,-213223460,-153552,373092,8198,-1733,-21151,-123
23899951,39763637,44865326,98128807,84326952,-126380457,-65229392,-213664306,-227979,334287,6917,5721,-4796,22523
19341748,41898113,42086280,99334354,86414836,-124943160,-63145062,-214086172,-292316,280687,1088,9419,18631,11904
14589283,43611542,39274034,100461542,88478144,-123470406,-61055107,-214488969,-343703,214744,-5445,6866,14534,-16308
9688971,44882859,36430790,101509439,90516255,-121962636,-58959700,-214872614,-379790,139388,-8236,-353,-11039,-20426
4690179,45698002,33558779,102477178,92528564,-120420304,-56859014,-215237021,-398807,57942,-5228,-7300,-20319,5605
-356165,46050379,30660254,103363957,94514479,-118843879,-54753223,-215582107,-399618,-25966,1504,-9053,401,23364
-5399048,45940962,27737494,104169033,96473423,-117233841,-52642505,-215907791,-381776,-108488,7210,-4466,20520,6605
-10388787,45378031,24792800,104891733,98404836,-115590681,-50527036,-216213994,-345588,-185647,8048,3174,10325,-19913
-15278333,44376586,21828489,105531444,100308173,-113914901,-48406995,-216500636,-292183,-253449,3569,8733,-15130,-17018
-20024327,42957501,18846901,106087624,102182909,-112207008,-46282564,-216767640,-223588,-308029,-3251,8537,-18247,10996
-24587912,41146508,15850387,106559794,104028537,-110467517,-44153923,-217014933,-142797,-345850,-7858,2604,5572,22778
-28935235,38973098,12841316,106947542,105844569,-108696943,-42021257,-217242438,-53793,-363982,-6988,-5110,21155,900
-33037694,36469423,9822067,107250526,107630538,-106895798,-39884748,-217450086,38523,-360439,-1155,-9184,5483,-22304
-36871936,33669261,6795029,107468470,109385989,-105064588,-37744584,-217637805,128565,-334553,5513,-6767,-18296,-12575
-40419657,30607099,3762601,107601166,111110482,-103203807,-35600952,-217805526,210482,-287278,8416,325,-15060,15719
-43667269,27317354,727188,107648475,112803580,-101313938,-33454039,-217953183,278757,-221310,5713,7224,10404,20802
-46605466,23833747,-2308803,107610327,114464839,-99395451,-31304036,-218080709,328845,-140921,-744,9378,20497,-4853
-49228744,20188824,-5342961,107486720,116093810,-97448813,-29151135,-218188042,357702,-51506,-6686,5295,302,-23335
-51534901,16413607,-8372874,107277721,117690028,-95474492,-26995526,-218275120,364039,41046,-8024,-2391,-20345,-7367
-53524559,12537365,-11396134,106983468,119253016,-93472966,-24837405,-218341883,348277,130991,-3699,-8368,-10954,19481
-55200698,8587487,-14410334,106604166,120782289,-91444729,-22676966,-218388272,312272,213219,3263,-8397,14604,17554
-56568245,4589420,-17413075,106140088,122277358,-89390294,-20514405,-218414231,258928,283538,7977,-2559,18589,-10307
-57633702,566678,-20401964,105591578,123737735,-87310194,-18349920,-218419706,191825,338792,7319,5035,-4898,-22941
-58404818,-3459109,-23374619,104959047,125162935,-85204982,-16183709,-218404645,114909,376839,1833,9321,-21154,-1708
-58890318,-7468119,-26328670,104242976,126552483,-83075231,-14015972,-218368996,32256,396481,-4850,7457,-6183,22051
-59099662,-11442235,-29261760,103443912,127905912,-80921530,-11846910,-218312711,-52083,397374,-8232,570,17914,13231
-59042850,-15364939,-32171547,102562470,129222767,-78744486,-9676726,-218235744,-134204,379943,-5861,-6685,15546,-15133
-58730262,-19221189,-35055708,101599334,130502604,-76544720,-7505622,-218138050,-210437,345311,676,-9179,-9797,-21148
-58172528,-22997308,-37911940,100555251,131744995,-74322871,-5333803,-218019586,-277431,295233,6759,-5198,-20673,4061
-57380420,-26680865,-40737961,99431039,132949525,-72079587,-3161475,-217880312,-332235,232036,8234,2369,-1037,23275
-56364772,-30260566,-43531513,98227576,134115795,-69815533,-988844,-217720189,-372379,158556,4237,8384,20129,8101
-55136416,-33726150,-46290362,96945809,135243423,-67531384,1183881,-217539181,-395953,78056,-2542,8888,11551,-19038
-53706132,-37068293,-49012304,95586746,136332047,-65227825,3356494,-217337254,-401687,-5861,-7604,3469,-14094,-18066
-52084615,-40278516,-51695163,94151460,137381319,-62905550,5528784,-217114376,-389010,-89361,-7415,-4308,-18930,9584
-50282451,-43349105,-54336793,92641087,138390917,-60565263,7700539,-216870517,-358112,-168490,-1983,-9019,4174,23079
-48310097,-46273033,-56935084,91056821,139360533,-58207670,9871549,-216605650,-309989,-239307,4868,-7326,21114,2479
-46177880,-49043896,-59487957,89399919,140289885,-55833484,12041601,-216319748,-246474,-298029,8363,-525,6849,-21782
-43895990,-51655851,-61993374,87671698,141178709,-53443418,14210481,-216012790,-170261,-341203,6242,6657,-17533,-13883
-41474483,-54103558,-64449331,85873531,142026764,-51038184,16377975,-215684754,-84904,-365904,8,9466,-16032,14518
-38923289,-56382136,-66853867,84006849,142833829,-48618491,18543867,-215335622,5239,-369985,-6217,6018,9135,21472
-36252222,-58487117,-69205061,82073139,143599703,-46185039,20707941,-214965377,95139,-352350,-8202,-1489,20809,-3290
-33470991,-60414407,-71501036,80073943,144324200,-43738518,22869980,-214574006,179350,-313229,-4441,-7925,1728,-23196
-30589217,-62160256,-73739961,78010857,145007147,-41279603,25029767,-214161498,252417,-254393,2481,-8719,-19904,-8849
-27616447,-63721226,-75920049,75885526,145648375,-38808954,27187082,-213727842,309410,-179195,7682,-3374,-12160,18563
-24562173,-65094167,-78039563,73699649,146247713,-36327220,29341707,-213273034,346492,-92379,7660,4301,13541,18552
-21435853,-66276199,-80096814,71454972,146804984,-33835043,31493422,-212797068,361382,372,2557,9145,19234,-8860
-18246931,-67264690,-82090166,69153290,147319999,-31333063,33642005,-212299943,353576,93060,-4221,7974,-3494,-23193
-15004853,-68057247,-84018033,66796443,147792562,-28821930,35787236,-211781660,324273,179997,-8153,1478,-21063,-3273
-11719100,-68651703,-85878884,64386317,148222472,-26302306,37928892,-211242222,276059,256304,-6438,-6008,-7545,21475
-8399201,-69046113,-87671241,61924839,148609527,-23774871,40066751,-210681636,212477,318186,-164,-9221,17117,14501
-5054764,-69238749,-89393684,59413979,148953530,-21240321,42200590,-210099908,137613,363013,6240,-5894,16482,-13894
-1695494,-69228101,-91044850,56855746,149254297,-18699369,44330185,-209497051,55745,389255,8351,1535,-8501,-21775
1668773,-69012882,-92623434,54252186,149511654,-16152744,46455313,-208873078,-28882,396359,4867,7963,-20935,2502
5028054,-68592034,-94128189,51605384,149725441,-13601186,48575748,-208228006,-112217,384614,-1819,9160,-2466,23078
8372183,-67964738,-95557930,48917456,149895516,-11045448,50691265,-207561852,-190485,355030,-7285,4292,19645,9568
11690790,-67130436,-96911534,46190552,150021751,-8486292,52801639,-206874639,-260252,309252,-7769,-3471,12721,-18082
14973271,-66088844,-98187939,43426854,150104038,-5924490,54906645,-206166391,-318482,249486,-2796,-8769,-12991,-19030
18208762,-64839981,-99386145,40628570,150142284,-3360821,57006056,-205437135,-362592,178448,4169,-7826,-19531,8122
21386111,-63384198,-100505220,37797937,150136419,-796071,59099645,-204686900,-390526,99305,8237,-1382,2765,23273
24493846,-61722215,-101544292,34937217,150086388,1768966,61187188,-203915718,-400838,15603,6721,6031,20974,4051
27520157,-59855165,-102502556,32048695,149992161,4333493,63268455,-203123625,-392777,-68818,754,9473,8186,-21163
30452862,-57784639,-103379274,29134677,149853730,6896710,65343221,-202310658,-366366,-149961,-5700,6680,-16692,-15120
33279387,-55512750,-104173774,26197488,149671107,9457814,67411259,-201476858,-322461,-223807,-8304,-582,-16937,13243
35986745,-53042196,-104885449,23239471,149444331,12016004,69472341,-200622268,-262783,-286497,-5140,-7408,7830,22045
38561518,-50376336,-105513762,20262983,149173461,14570485,71526239,-199746935,-189915,-334525,1669,-8963,21023,-1716
40989845,-47519279,-106058242,17270396,148858581,17120465,73572728,-198850906,-107253,-364932,7314,-4170,3154,-22950
43257415,-44475982,-106518486,14264092,148499795,19665163,75611579,-197934234,-18917,-375521,7938,3524,-19376,-10285
45349476,-41252356,-106894160,11246464,148097230,22203811,77642565,-196996974,70393,-365058,3259,8892,-13310,17556
47250842,-37855397,-107184998,8219910,147651028,24735652,79665459,-196039182,155616,-333463,-3563,8417,12413,19472
48945934,-34293316,-107390802,5186835,147161344,27259950,81680035,-195060920,231616,-281969,-8002,2360,19787,-7382
50418821,-30575694,-107511444,2149647,146628345,29775983,83686065,-194062249,293565,-213191,-6952,-5279,-2068,-23337
51653299,-26713644,-107546863,-889244,146052200,32283048,85683323,-193043237,337382,-131069,-1008,-9176,-20878,-4824
52632988,-22719983,-107497068,-3927431,145433077,34780456,87671583,-192003951,360173,-40625,5659,-6545,-8867,20801
53341476,-18609422,-107362135,-6962507,144771139,37267528,89650619,-190944464,360564,52454,8396,677,16236,15712
53762492,-14398747,-107142209,-9992072,144066542,39743587,91620205,-189864850,338850,142372,5459,7474,17342,-12598
53880136,-10107012,-106837503,-13013729,143319435,42207954,93580116,-188765187,296900,223773,-1087,9350,-7168,-22299
53679167,-5755712,-106448297,-16025094,142529965,44659941,95530128,-187645555,237847,292194,-6907,5065,-21105,924
53145344,-1368936,-105974938,-19023790,141698282,47098847,97470017,-186506038,165678,344316,-8049,-2610,-3878,22778
52265845,3026516,-105417843,-22007455,140824544,49523962,99399558,-185346721,84801,378037,-3584,-8437,19068,10993
51029750,7401078,-104777491,-24973738,139908921,51934563,101318529,-184167694,-293,392389,3425,-8259,13839,-17042
49428592,11722437,-104054429,-27920308,138951597,54329918,103226707,-182969048,-85286,387396,8035,-2240,-11834,-19900
47456965,15955665,-103249270,-30844849,137952774,56709290,105123870,-181750879,-166171,363904,7145,5347,-20045,6616
45113174,20063480,-102362692,-33745066,136912672,59071935,107009798,-180513285,-239336,323440,1492,9399,1344,23363
42399893,24006671,-101395434,-36618687,135831527,61417108,108884270,-179256366,-301605,268107,-5140,7274,20738,5599
39324798,27744694,-100348302,-39463461,134709595,63744061,110747067,-177980226,-350270,200499,-8330,318,9494,-20443
35901114,31236459,-99222162,-42277165,133547152,66052045,112597970,-176684971,-383132,123655,-5789,-6823,-15780,-16286
32148036,34441305,-98017943,-45057600,132344492,68340312,114436761,-175370711,-398562,41004,834,-9125,-17762,11907
